id	village	rus_village	village_altnames	lat	lon	coord_source	settlement_type	lang	aff	family	republic	region	elevation	kutans	source	page	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltl_village_dialect	gltc_village_dialect	gltl_dialect	gltc_dialect	gltc_lang	lang_col	aff_col	dialect_comment	villagelang_comment	manual	version
1234	Chakhdikna	Чахдикна	NA	42.14116	47.76044	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1000.9736328125	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Chakhdikna	NA	NA	Muirin	muir1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1235	Chishili	Чишили	NA	42.15228	47.66839	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1225.419921875	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Chishili	NA	NA	Muirin	muir1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1236	Kharbuk	Харбук	NA	42.158768	47.530832	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1481.17358398438	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Kharbuk	NA	NA	Muirin	muir1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1237	Urkarakh	Уркарах	NA	42.1606	47.6339	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1309.87780761719	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Urkarakh	NA	NA	Muirin	muir1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1238	Surkhachi	Сурхачи	NA	42.16143	47.74083	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1042.17529296875	FALSE	korjakov2006; Y.B. Koryakov, p.c.	33-36	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Surkhachi	NA	NA	Muirin	muir1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1239	Dibgashi	Дибгаши	NA	42.1617	47.6944	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1104.78015136719	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Dibgashi	NA	NA	Muirin	muir1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1240	Iraki	Ираки	NA	42.16405	47.71739	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1105.35485839844	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Iraki	NA	NA	Muirin	muir1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1241	Tanty	Танты	NA	42.1642	47.3167	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1783.23889160156	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Southern Dargwa	Южнодаргинский	Tanty-sirhwa	Танты-сирхинский	Tanty	Тантинский	NA	NA	Tanty	NA	NA	Sirhwa-Tanty	sirh1234	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1242	Buskri	Бускри	NA	42.17359	47.66673	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1369.287109375	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Buskri	NA	NA	Muirin	muir1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1243	Mallakent	Маллакент	NA	42.17448	47.79664	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	491.374847412109	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Mallakent	NA	NA	Muirin	muir1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1244	Kischa	Кища	NA	42.17677	47.58117	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1319.17028808594	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	Kisha	Кишинский	NA	NA	Kischa	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1245	Kalkni	Калкни	NA	42.17732	47.70499	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1160.2421875	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	Kisha	Кишинский	NA	NA	Kalkni	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1246	Gunakari	Гунакари	NA	42.17776	47.69262	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1168.72839355469	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Gunakari	NA	NA	Muirin	muir1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1247	Novaya Barsha	Новая Барша	NA	42.18284	47.836	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	295.945129394531	FALSE	Y.B. Koryakov, p.c.	NA	Kaitag	Кайтагский	NA	NA	NA	NA	NA	NA	Novaya Barsha	NA	NA	Kajtak	kajt1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1248	Chumli	Чумли	NA	42.20167	47.77306	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	528.412841796875	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Chumli	NA	NA	Muirin	muir1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1249	Meusisha	Меусиша	NA	42.20199	47.59731	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1537.7890625	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	Meusisha	Меусишинский	NA	NA	Meusisha	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1250	Ginta	Гинта	NA	42.2042	47.4186	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1588.97143554688	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Usisha-Butri	Усиша-бутринский	NA	NA	NA	NA	Ginta	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1251	Deybuk	Дейбук	NA	42.20532	47.51996	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1538.88464355469	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Deybuk	NA	NA	Muirin	muir1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1252	Vikry	Викры	NA	42.20556	47.67889	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1222.21789550781	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Vikry	NA	NA	Muirin	muir1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1253	Vikri	Викри	NA	42.20612	47.679702	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1226.16125488281	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Vikri	NA	NA	Muirin	muir1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1254	Gapshima	Гапшима	NA	42.2122	47.3261	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1603.01037597656	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Gapshima	Гапшиминский	NA	NA	NA	NA	Gapshima	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1255	Geba	Геба	NA	42.21527	47.39266	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1633.94787597656	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Usisha-Butri	Усиша-бутринский	NA	NA	NA	NA	Geba	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1256	Tsizgari	Цизгари	NA	42.21963	47.64768	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1387.13903808594	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Tsizgari	NA	NA	Muirin	muir1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1257	Shukty	Шукты	NA	42.22488	47.30349	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1663.48840332031	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский	Gapshima	Гапшиминский	NA	NA	NA	NA	Shukty	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1258	Gulli	Гулли	NA	42.22977	47.76214	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	484.492248535156	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	Gulli	Гуллинский	NA	NA	Gulli	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1259	Tsurai	Цураи	NA	42.23577	47.65819	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1347.5419921875	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Tsurai	NA	NA	Muirin	muir1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1260	Morskoe	Морское	NA	42.23978	48.1414	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	-14.9959859848023	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Morskoe	NA	NA	Muirin	muir1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1261	Druzhba (Daghestan)	Дружба (Дагестан)	NA	42.2419	48.0042	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	65.0423812866211	FALSE	Y.B. Koryakov, p.c.	NA	NA	NA	NA	NA	NA	NA	NA	NA	Druzhba (Daghestan)	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	Added republic for disambiguation.	yes	2022-06-02
1262	Gumramakhi	Гумрамахи	NA	42.25101	47.35105	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1384.79638671875	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Gumramakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1263	Usisha	Усиша	NA	42.2511	47.3928	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1484.06921386719	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Usisha-Butri	Усиша-бутринский	NA	NA	NA	NA	Usisha	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1264	Tsundimakhi	Цундимахи	NA	42.25164	47.31668	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1641.20202636719	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Tsundimakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1265	Kanasiragi	Канасираги	NA	42.252582	47.649095	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1113.08264160156	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Kanasiragi	Канасирагинский	NA	NA	NA	NA	Kanasiragi	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1266	Megeb	Мегеб	NA	42.2528	47.0472	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1712.15393066406	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский	Mehweb	Мегебский	NA	NA	NA	NA	Mehweb	NA	NA	Megeb	mege1234	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1267	Khazhnimakhi	Хажнимахи	NA	42.254562	47.315856	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1648.00207519531	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Khazhnimakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1268	Kamkadamakhi	Камкадамахи	NA	42.255826	47.308527	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1643.22509765625	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Kamkadamakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1269	Khenklakar	Хенклакар	NA	42.257833	47.306649	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1623.75329589844	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Khenklakar	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1270	Bergeinzi	Бергеинзи	NA	42.260462	47.352616	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1350.51403808594	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Bergeinzi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1271	Ganderamakhi	Гандерамахи	NA	42.261093	47.333465	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1464.74450683594	FALSE	Y.B. Koryakov, p.c.	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ganderamakhi	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1272	Shinkbalakada	Шинкбалакада	NA	42.261375	47.300242	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1600.23425292969	FALSE	korjakov2006; Y.B. Koryakov, p.c.	33-36	Northern Dargwa	Севернодаргинский	Mugi	Мугинский	NA	NA	NA	NA	Shinkbalakada	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1273	Gerkhmakhi	Герхмахи	NA	42.2634	47.52765	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1686.34790039063	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Gerkhmakhi	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1274	Karsha	Карша	NA	42.26605	47.34372	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1419.48022460938	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Karsha	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1275	Aynikabmakhi	Айникабмахи	NA	42.26679	47.36264	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1481.97375488281	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Aynikabmakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1276	Murguk	Мургук	NA	42.2669	47.6947	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	881.473876953125	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Murguk	Мургукский	NA	NA	NA	NA	Murguk	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1277	Mugri	Мугри	NA	42.26767	47.62872	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1161.45446777344	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Mugri	Мугринский	NA	NA	NA	NA	Mugri	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1278	Baykatmakhi	Байкатмахи	NA	42.26871	47.29919	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1544.451171875	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Baykatmakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1279	Inzimakhi	Инзимахи	NA	42.27238	47.35613	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1409.185546875	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Inzimakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1280	Dubrimakhi	Дубримахи	NA	42.274418	47.285133	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1503.74438476563	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Akusha	Акушинский	NA	NA	NA	NA	Dubrimakhi	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1281	Burgimakhi	Бургимахи	NA	42.27489	47.28652	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1512.24951171875	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Akusha	Акушинский	NA	NA	NA	NA	Burgimakhi	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1282	Krasnopartizansk	Краснопартизанск	NA	42.27499	48.01592	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	24.5834522247314	FALSE	Y.B. Koryakov, p.c.	NA	NA	NA	NA	NA	NA	NA	NA	NA	Krasnopartizansk	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1283	Chinimakhi	Чинимахи	NA	42.27565	47.37455	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1339.99279785156	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Chinimakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1284	Akusha	Акуша	NA	42.275664	47.340107	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1391.779296875	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Akusha	Акушинский	NA	NA	NA	NA	Akusha	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1285	Tserkhimakhi	Церхимахи	NA	42.276694	47.336755	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1391.78820800781	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Tserkhimakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1286	Chankalamakhi	Чанкаламахи	NA	42.27788	47.365804	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1416.48681640625	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Chankalamakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1287	Semgamakhi	Семгамахи	NA	42.28438	47.35484	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1409.71228027344	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Semgamakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1288	Zil'mukmakhi	Зильмукмахи	NA	42.28483	47.3958	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1409.150390625	FALSE	korjakov2006; Y.B. Koryakov, p.c.	33-36	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Zil'mukmakhi	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1289	Kertukmakhi	Кертукмахи	NA	42.28799	47.34305	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1313.01879882813	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Kertukmakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1290	Urgubamakhi	Ургубамахи	NA	42.28968	47.31783	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1328.82092285156	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Urgubamakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1291	Burgimakmakhi	Бургимакмахи	NA	42.2897	47.3769	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1333.25146484375	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский	Akusha	Акушинский	NA	NA	NA	NA	Burgimakmakhi	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1292	Shumkhrimakhi	Шумхримахи	NA	42.291042	47.268562	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1419.60729980469	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Shumkhrimakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1293	Kakmakhi	Какмахи	NA	42.29169	47.38541	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1357.43872070313	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Kakmakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1294	Yaraymakhi	Яраймахи	NA	42.295511	47.359585	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1288.5419921875	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Yaraymakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1295	Aynurbimakhi	Айнурбимахи	NA	42.29623	47.58462	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1204.91027832031	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Aynurbimakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1296	Tsunimakhi	Цунимахи	NA	42.29835	47.26194	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1373.09594726563	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Tsunimakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1297	Baltamakhi	Балтамахи	NA	42.29843	47.72877	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	732.907775878906	FALSE	korjakov2006; Y.B. Koryakov, p.c.	33-36	Northern Dargwa	Севернодаргинский	Urakhi	Урахинский	NA	NA	NA	NA	Baltamakhi	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1298	Mugi	Муги	NA	42.2989	47.4225	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1518.06481933594	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Mugi	Мугинский	NA	NA	NA	NA	Mugi	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1299	Uznimakhi	Узнимахи	NA	42.30003	47.3858	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1374.56896972656	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Uznimakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1300	Novye Vikri	Новые Викри	NA	42.30054	47.99382	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	27.3735675811768	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Novye Vikri	NA	NA	Muirin	muir1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1301	Akhsakadamakhi	Ахсакадамахи	NA	42.303416	47.381576	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1374.48095703125	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Akhsakadamakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1302	Kurimakhi	Куримахи	NA	42.304306	47.304694	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1253.79919433594	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Kurimakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
